YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,29,4,US,1852,N105UW,CLT,BWI,750,745,-5,19,804,88,80,56,361,900,5,918,905,-13,0,0,,,,,,
2015,3,24,2,WN,434,N8638A,LAS,MSY,1930,1926,-4,35,2001,195,209,170,1500,51,4,45,55,10,0,0,,,,,,
2015,1,28,3,OO,4655,N823SK,LAS,SLC,610,602,-8,23,625,85,85,54,368,819,8,835,827,-8,0,0,,,,,,
2015,2,8,7,WN,500,N453WN,MDW,DTW,2140,2138,-2,49,2227,70,110,40,228,7,21,2350,28,38,0,0,,38,0,0,0,0
2015,12,29,2,OO,4749,N616QX,LAX,OAK,1750,1749,-1,33,1822,87,97,59,337,1921,5,1917,1926,9,0,0,,,,,,
2015,11,28,6,UA,1199,N26123,LAX,EWR,700,655,-5,11,706,324,269,251,2454,1417,7,1524,1424,-60,0,0,,,,,,
2015,12,29,2,EV,5139,N855AS,SHV,ATL,1215,1213,-2,10,1223,99,94,79,551,1442,5,1454,1447,-7,0,0,,,,,,
2015,6,2,2,WN,4098,N465WN,BNA,LAX,955,953,-2,9,1002,270,250,230,1797,1152,11,1225,1203,-22,0,0,,,,,,
2015,12,19,6,WN,1674,N520SW,MSY,HOU,1040,1033,-7,10,1043,75,64,51,302,1134,3,1155,1137,-18,0,0,,,,,,
2015,5,2,6,AA,1580,N3FHAA,IAD,DFW,1200,1202,2,10,1212,205,175,155,1172,1347,10,1425,1357,-28,0,0,,,,,,
2015,8,1,6,WN,4281,N236WN,DAL,LGA,1855,1908,13,11,1919,210,186,162,1381,2301,13,2325,2314,-11,0,0,,,,,,
2015,8,22,6,AA,1477,N3MJAA,ORD,RSW,854,849,-5,10,859,177,154,141,1120,1220,3,1251,1223,-28,0,0,,,,,,
2015,8,16,7,MQ,3380,N9EAMQ,MDT,ORD,1820,1816,-4,11,1827,123,96,78,594,1845,7,1923,1852,-31,0,0,,,,,,
2015,1,3,6,AA,2305,N4XMAA,DFW,ORD,1145,1244,59,9,1253,130,116,95,802,1428,12,1355,1440,45,0,0,,0,0,45,0,0
2015,9,23,3,DL,2299,N994AT,ATL,HOU,1616,1616,0,16,1632,132,116,97,696,1709,3,1728,1712,-16,0,0,,,,,,
2015,10,24,6,B6,1075,N536JB,14307,13204,1528,1532,4,12,1544,175,155,139,1072,1803,4,1823,1807,-16,0,0,,,,,,
2015,11,21,6,AA,1192,N496AA,DFW,SLC,1740,1734,-6,14,1748,171,165,146,989,1914,5,1931,1919,-12,0,0,,,,,,
2015,7,9,4,EV,4167,N15527,LCH,IAH,1100,1054,-6,15,1109,53,55,26,127,1135,14,1153,1149,-4,0,0,,,,,,
2015,6,30,2,EV,4150,N14977,EWR,CLT,1721,1716,-5,30,1746,121,145,86,529,1912,29,1922,1941,19,0,0,,19,0,0,0,0
2015,8,16,7,AA,1864,N710UW,CLT,DCA,1635,1639,4,33,1712,86,93,55,331,1807,5,1801,1812,11,0,0,,,,,,
2015,10,19,1,WN,463,N551WN,10397,10821,1230,1221,-9,13,1234,105,94,78,577,1352,3,1415,1355,-20,0,0,,,,,,
2015,7,30,4,WN,1974,N730SW,BOS,IND,1755,1750,-5,23,1813,170,150,122,818,2015,5,2045,2020,-25,0,0,,,,,,
2015,4,4,6,US,400,N153UW,PHX,SLC,2015,2044,29,15,2059,99,88,71,507,2310,2,2254,2312,18,0,0,,0,0,18,0,0
2015,1,28,3,EV,5590,N391CA,DTW,ELM,1540,1535,-5,21,1556,69,76,51,332,1647,4,1649,1651,2,0,0,,,,,,
2015,7,11,6,AA,1856,N548UW,PHX,PHL,700,658,-2,15,713,276,259,239,2075,1412,5,1436,1417,-19,0,0,,,,,,
2015,6,12,5,AA,2404,N858AA,LAX,DFW,500,458,-2,16,514,192,178,151,1235,945,11,1012,956,-16,0,0,,,,,,
2015,1,29,4,UA,1126,N48127,IAH,DEN,725,721,-4,35,756,161,168,127,862,903,6,906,909,3,0,0,,,,,,
2015,10,6,2,OO,2958,N465SW,14107,15376,1355,1409,14,48,1457,52,77,24,110,1521,5,1447,1526,39,0,0,,25,0,14,0,0
2015,4,10,5,UA,1574,N13716,PHL,IAH,1737,1840,63,26,1906,216,232,198,1325,2124,8,2013,2132,79,0,0,,16,0,25,38,0
2015,11,22,7,WN,3810,N665WN,PHX,SAN,740,740,0,11,751,70,67,52,304,743,4,750,747,-3,0,0,,,,,,
2015,7,31,5,F9,1479,N951FR,ATL,LAX,1735,1731,-4,16,1747,280,284,255,1947,1902,13,1915,1915,0,0,0,,,,,,
2015,9,27,7,AS,24,N474AS,SEA,BOS,2230,2234,4,12,2246,311,296,278,2496,624,6,641,630,-11,0,0,,,,,,
2015,8,14,5,EV,5075,N200PQ,ATL,CAE,825,820,-5,18,838,59,58,34,192,912,6,924,918,-6,0,0,,,,,,
2015,10,26,1,WN,2999,N916WN,13931,10821,1515,1510,-5,7,1517,60,48,36,159,1553,5,1615,1558,-17,0,0,,,,,,
2015,5,26,2,MQ,3244,N520MQ,ORD,CLE,1830,1830,0,36,1906,88,90,49,315,2055,5,2058,2100,2,0,0,,,,,,
2015,5,5,2,US,2116,N762US,DCA,BOS,1730,1725,-5,18,1743,93,88,61,399,1844,9,1903,1853,-10,0,0,,,,,,
2015,12,3,4,WN,3653,N8307K,MDW,PHX,630,630,0,16,646,240,213,191,1444,857,6,930,903,-27,0,0,,,,,,
2015,1,19,1,OO,4605,N8923A,DTW,MKE,1950,1945,-5,42,2027,85,99,53,237,2020,4,2015,2024,9,0,0,,,,,,
2015,12,5,6,AA,1773,N713UW,MSP,PHL,650,644,-6,31,715,165,165,130,980,1025,4,1035,1029,-6,0,0,,,,,,
2015,6,19,5,WN,814,N8649A,MDW,BUF,2155,2155,0,8,2203,85,70,59,468,2,3,20,5,-15,0,0,,,,,,
2015,11,29,7,AA,486,N978UY,SAN,PHX,1625,1617,-8,15,1632,75,76,51,304,1823,10,1840,1833,-7,0,0,,,,,,
2015,12,14,1,WN,1245,N714CB,LAS,SMF,2035,2035,0,8,2043,90,83,71,397,2154,4,2205,2158,-7,0,0,,,,,,
2015,5,6,3,AA,2404,N5FBAA,LAX,DFW,500,508,8,13,521,183,171,150,1235,951,8,1003,959,-4,0,0,,,,,,
2015,7,12,7,AA,455,N823AW,PHX,SLC,730,724,-6,14,738,99,87,70,507,948,3,1009,951,-18,0,0,,,,,,
2015,4,6,1,EV,4192,N21154,IAH,GRR,1250,1251,1,12,1303,158,151,136,1042,1619,3,1628,1622,-6,0,0,,,,,,
2015,10,12,1,DL,2529,N903DE,10397,11042,2205,2204,-1,22,2226,112,103,75,554,2341,6,2357,2347,-10,0,0,,,,,,
2015,3,4,3,WN,4212,N202WN,AUS,MDW,700,658,-2,18,716,155,133,110,972,906,5,935,911,-24,0,0,,,,,,
2015,6,2,2,EV,4221,N28529,BTR,IAH,703,653,-10,13,706,72,73,46,253,752,14,815,806,-9,0,0,,,,,,
2015,3,23,1,EV,4715,N15980,BNA,ORD,1750,1946,116,14,2000,110,113,84,409,2124,15,1940,2139,119,0,0,,3,0,4,112,0
2015,7,15,3,MQ,3160,N831MQ,SAF,DFW,1642,1630,-12,8,1638,108,109,80,551,1858,21,1930,1919,-11,0,0,,,,,,
2015,11,19,4,AA,31,N858AA,LAX,HNL,800,755,-5,15,810,364,336,318,2556,1128,3,1204,1131,-33,0,0,,,,,,
2015,11,25,3,WN,1803,N7814B,MDW,DTW,700,659,-1,9,708,70,65,45,228,853,11,910,904,-6,0,0,,,,,,
2015,11,3,2,WN,269,N259WN,LGA,DAL,1030,1032,2,16,1048,245,203,184,1381,1252,3,1335,1255,-40,0,0,,,,,,
2015,10,14,3,UA,561,N854UA,11292,12441,1111,1123,12,19,1142,88,86,64,406,1246,3,1239,1249,10,0,0,,,,,,
2015,4,15,3,DL,1065,N953DL,BDL,ATL,600,554,-6,16,610,155,162,139,859,829,7,835,836,1,0,0,,,,,,
2015,10,17,6,DL,1241,N958AT,10397,11481,909,907,-2,12,919,65,57,42,240,901,3,914,904,-10,0,0,,,,,,
2015,12,14,1,AA,1218,N436AA,SMF,DFW,845,847,2,16,903,205,182,160,1431,1343,6,1410,1349,-21,0,0,,,,,,
2015,7,16,4,WN,2524,N744SW,MCI,MCO,1520,1515,-5,12,1527,170,153,135,1072,1842,6,1910,1848,-22,0,0,,,,,,
2015,11,10,2,F9,818,N906FR,DEN,MCI,940,935,-5,15,950,91,92,69,533,1159,8,1211,1207,-4,0,0,,,,,,
2015,1,23,5,DL,2354,N710TW,SLC,JFK,1354,1349,-5,18,1407,265,257,231,1990,1958,8,2019,2006,-13,0,0,,,,,,
2015,11,3,2,AA,2002,N730US,CLT,BOS,1415,1411,-4,29,1440,125,133,98,728,1618,6,1620,1624,4,0,0,,,,,,
2015,11,25,3,AA,1183,N850AA,DFW,SFO,2040,2035,-5,27,2102,234,235,202,1464,2224,6,2234,2230,-4,0,0,,,,,,
2015,9,27,7,AA,183,N3JEAA,LAS,LAX,700,654,-6,9,703,75,60,39,236,742,12,815,754,-21,0,0,,,,,,
2015,12,2,3,DL,2101,N960DL,EWR,ATL,700,658,-2,45,743,155,174,119,746,942,10,935,952,17,0,0,,17,0,0,0,0
2015,10,27,2,OO,4531,N913EV,11648,14869,610,558,-12,13,611,103,85,68,531,719,4,753,723,-30,0,0,,,,,,
2015,12,4,5,WN,2978,N656SW,STL,MSP,2035,2049,14,10,2059,90,83,68,448,2207,5,2205,2212,7,0,0,,,,,,
2015,4,30,4,DL,2499,N331NW,CVG,SEA,930,928,-2,12,940,290,299,271,1965,1111,16,1120,1127,7,0,0,,,,,,
2015,3,11,3,AA,1471,N564AA,DEN,DFW,1034,1030,-4,10,1040,116,107,88,641,1308,9,1330,1317,-13,0,0,,,,,,
2015,12,24,4,AA,1806,N938UW,PHL,CLT,1525,1531,6,13,1544,105,99,77,449,1701,9,1710,1710,0,0,0,,,,,,
2015,9,4,5,AA,1566,N3BEAA,SAN,ORD,650,647,-3,18,705,251,239,208,1723,1233,13,1301,1246,-15,0,0,,,,,,
2015,1,15,4,OO,4975,N122SY,STL,SFO,725,723,-2,19,742,267,266,239,1735,941,8,952,949,-3,0,0,,,,,,
2015,8,30,7,DL,1724,N977DL,ATL,BDL,1522,1520,-2,20,1540,153,132,107,859,1727,5,1755,1732,-23,0,0,,,,,,
2015,4,30,4,WN,24,N514SW,HOU,DAL,1200,1159,-1,16,1215,60,61,42,239,1257,3,1300,1300,0,0,0,,,,,,
2015,2,19,4,OO,4539,N8932C,TUS,SLC,815,810,-5,9,819,120,106,93,601,952,4,1015,956,-19,0,0,,,,,,
2015,2,17,2,AA,346,N3MCAA,ORD,LGA,1955,1951,-4,18,2009,120,120,93,733,2242,9,2255,2251,-4,0,0,,,,,,
2015,9,11,5,WN,2002,N370SW,SFO,LAX,1835,1835,0,31,1906,85,94,58,337,2004,5,2000,2009,9,0,0,,,,,,
2015,8,10,1,EV,4415,N13988,IAH,MAF,2115,16,181,7,23,85,78,64,429,127,7,2240,134,174,0,0,,0,0,174,0,0
2015,9,11,5,AA,2222,N3EXAA,DFW,AUS,1230,1248,18,22,1310,62,65,39,190,1349,4,1332,1353,21,0,0,,3,0,18,0,0
2015,12,28,1,OO,4469,N813SK,SLC,SJC,1650,1704,14,19,1723,125,112,91,584,1754,2,1755,1756,1,0,0,,,,,,
2015,11,24,2,DL,1544,N991AT,STL,MSP,1717,1713,-4,9,1722,93,104,90,448,1852,5,1850,1857,7,0,0,,,,,,
2015,3,4,3,DL,1282,N928DN,MIA,DTW,1135,1135,0,14,1149,189,170,152,1145,1421,4,1444,1425,-19,0,0,,,,,,
2015,5,6,3,OO,6520,N118SY,ORD,BUF,1104,1103,-1,21,1124,96,94,68,473,1332,5,1340,1337,-3,0,0,,,,,,
2015,7,20,1,B6,1615,N190JB,BOS,BUF,1302,1301,-1,16,1317,83,85,66,395,1423,3,1425,1426,1,0,0,,,,,,
2015,7,15,3,WN,2404,N8323C,ALB,MDW,605,604,-1,13,617,135,126,109,717,706,4,720,710,-10,0,0,,,,,,
2015,11,11,3,OO,5549,N929EV,SFO,ACV,830,830,0,35,905,71,82,42,250,947,5,941,952,11,0,0,,,,,,
2015,11,6,5,AA,2236,N503AA,DFW,OMA,1645,1655,10,13,1708,105,88,71,583,1819,4,1830,1823,-7,0,0,,,,,,
2015,9,23,3,EV,2642,N684JW,DFW,MLU,1215,1209,-6,20,1229,75,72,47,293,1316,5,1330,1321,-9,0,0,,,,,,
2015,7,29,3,WN,4632,N790SW,SJC,SAN,1635,1646,11,7,1653,80,77,67,417,1800,3,1755,1803,8,0,0,,,,,,
2015,4,14,2,WN,1449,N449WN,OAK,PDX,600,555,-5,17,612,105,102,80,543,732,5,745,737,-8,0,0,,,,,,
2015,7,28,2,DL,551,N320NB,IND,MSP,1302,1254,-8,19,1313,107,103,79,503,1332,5,1349,1337,-12,0,0,,,,,,
2015,10,24,6,OO,5510,N758SK,11292,10620,1845,1841,-4,20,1901,93,95,70,455,2011,5,2018,2016,-2,0,0,,,,,,
2015,10,4,7,DL,1309,N838DN,10397,10423,820,821,1,14,835,145,125,108,813,923,3,945,926,-19,0,0,,,,,,
2015,1,17,6,F9,423,N928FR,ATL,DEN,1515,1712,117,12,1724,207,193,177,1199,1821,4,1642,1825,103,0,0,,0,0,0,103,0
2015,9,3,4,B6,953,N715JB,FLL,SJU,1650,1653,3,13,1706,161,151,134,1046,1920,4,1931,1924,-7,0,0,,,,,,
2015,3,3,2,UA,1564,N39461,SFO,ORD,1100,1057,-3,20,1117,256,259,211,1846,1648,28,1716,1716,0,0,0,,,,,,
2015,4,13,1,US,1897,N107US,FLL,CLT,1909,1912,3,13,1925,120,120,100,632,2105,7,2109,2112,3,0,0,,,,,,
2015,4,19,7,B6,445,N368JB,SWF,MCO,1540,1530,-10,16,1546,177,187,159,989,1825,12,1837,1837,0,0,0,,,,,,
2015,4,15,3,WN,806,N7813P,ATL,JAX,1345,1341,-4,11,1352,65,57,42,270,1434,4,1450,1438,-12,0,0,,,,,,
2015,11,16,1,AA,1960,N114UW,TPA,CLT,700,721,21,10,731,109,86,71,507,842,5,849,847,-2,0,0,,,,,,
2015,5,21,4,UA,1060,N37422,RDU,SFO,640,641,1,11,652,353,345,329,2400,921,5,933,926,-7,0,0,,,,,,
2015,5,12,2,EV,4494,N12530,AMA,IAH,655,650,-5,11,701,102,99,79,517,820,9,837,829,-8,0,0,,,,,,
2015,1,20,2,EV,6130,N14177,DEN,DIK,1015,1159,104,12,1211,101,88,71,488,1322,5,1156,1327,91,0,0,,0,0,0,91,0
2015,11,29,7,UA,1594,N66814,IAH,SFO,1548,1548,0,28,1616,266,276,241,1635,1817,7,1814,1824,10,0,0,,,,,,
2015,12,22,2,AS,239,N468AS,SAN,SEA,1930,1925,-5,18,1943,175,207,175,1050,2238,14,2225,2252,27,0,0,,27,0,0,0,0
2015,2,22,7,WN,799,N697SW,ATL,BWI,1100,1112,12,18,1130,110,98,77,577,1247,3,1250,1250,0,0,0,,,,,,
2015,8,10,1,DL,2312,N329NB,GRR,MSP,1817,1809,-8,11,1820,88,91,78,408,1838,2,1845,1840,-5,0,0,,,,,,
2015,6,8,1,AA,1344,N472AA,ORD,AUS,1115,,,,,154,,,978,,,1349,,,0,1,A,,,,,
2015,3,13,5,UA,305,N479UA,LAX,ORD,700,652,-8,13,705,239,227,210,1744,1235,4,1259,1239,-20,0,0,,,,,,
2015,4,6,1,UA,1747,N24202,PHL,ORD,1630,1640,10,26,1706,147,148,112,678,1758,10,1757,1808,11,0,0,,,,,,
2015,6,12,5,AA,1041,N470AA,MSP,ORD,608,601,-7,10,611,87,79,57,334,708,12,735,720,-15,0,0,,,,,,
2015,3,30,1,WN,1427,N717SA,LAS,AUS,2115,2111,-4,9,2120,150,144,130,1090,130,5,145,135,-10,0,0,,,,,,
2015,11,19,4,NK,185,N619NK,CLE,LAX,1847,1840,-7,10,1850,314,310,293,2052,2043,7,2101,2050,-11,0,0,,,,,,
2015,12,12,6,B6,445,N354JB,SWF,MCO,1741,1735,-6,10,1745,175,156,143,989,2008,3,2036,2011,-25,0,0,,,,,,
2015,2,5,4,US,1772,N538UW,LAS,CLT,59,48,-11,17,105,243,245,214,1916,739,14,802,753,-9,0,0,,,,,,
2015,5,15,5,AS,65,N756AS,JNU,ANC,1325,1332,7,18,1350,103,99,76,571,1506,5,1508,1511,3,0,0,,,,,,
2015,8,12,3,NK,968,N621NK,ORD,BWI,2120,2118,-2,13,2131,112,105,84,622,2355,8,12,3,-9,0,0,,,,,,
2015,1,2,5,WN,1099,N8618N,MCO,AUS,1715,1710,-5,15,1725,170,165,146,994,1851,4,1905,1855,-10,0,0,,,,,,
2015,10,31,6,NK,615,N615NK,11697,15304,2155,2150,-5,9,2159,54,50,37,197,2236,4,2249,2240,-9,0,0,,,,,,
2015,2,6,5,AS,437,N413AS,LAX,PDX,1500,1501,1,11,1512,140,128,114,834,1706,3,1720,1709,-11,0,0,,,,,,
2015,10,5,1,WN,342,N622SW,12191,14193,1400,1404,4,13,1417,85,88,72,488,1529,3,1525,1532,7,0,0,,,,,,
2015,9,17,4,AA,1411,N3KPAA,ORD,MIA,600,556,-4,15,611,184,182,157,1197,948,10,1004,958,-6,0,0,,,,,,
2015,5,13,3,WN,4919,N670SW,OAK,ONT,2050,2112,22,12,2124,70,76,60,362,2224,4,2200,2228,28,0,0,,6,0,0,22,0
2015,4,2,4,MQ,3073,N655MQ,ORD,CLE,1530,1530,0,17,1547,84,96,50,315,1737,29,1754,1806,12,0,0,,,,,,
2015,1,5,1,MQ,2802,N683MQ,SGF,DFW,1310,1420,70,13,1433,85,92,62,364,1535,17,1435,1552,77,0,0,,7,0,37,33,0
2015,9,14,1,WN,2422,N365SW,SJC,SAN,1410,1434,24,10,1444,75,72,59,417,1543,3,1525,1546,21,0,0,,0,0,0,21,0
2015,4,17,5,B6,318,N358JB,JFK,BOS,655,651,-4,22,713,75,80,50,187,803,8,810,811,1,0,0,,,,,,
2015,5,9,6,UA,1584,N76526,BOS,IAD,1430,1427,-3,7,1434,101,83,65,413,1539,11,1611,1550,-21,0,0,,,,,,
2015,6,15,1,AA,2447,N634AA,MIA,MCO,1955,1952,-3,12,2004,69,55,37,192,2041,6,2104,2047,-17,0,0,,,,,,
2015,3,27,5,WN,1550,N791SW,MDW,DAL,1310,1404,54,17,1421,140,125,105,793,1606,3,1530,1609,39,0,0,,0,0,35,4,0
2015,10,15,4,EV,6043,N17169,13930,12884,1031,1025,-6,12,1037,59,56,34,179,1211,10,1230,1221,-9,0,0,,,,,,
2015,12,25,5,OO,7403,N452SW,HIB,INL,1727,1714,-13,28,1742,56,53,20,86,1802,5,1823,1807,-16,0,0,,,,,,
2015,3,4,3,WN,155,N926WN,HOU,BOS,825,845,20,7,852,215,194,177,1609,1249,10,1300,1259,-1,0,0,,,,,,
2015,12,11,5,DL,1355,N302DQ,ATL,EYW,940,935,-5,11,946,111,99,85,646,1111,3,1131,1114,-17,0,0,,,,,,
2015,5,7,4,WN,200,N634SW,SAN,OAK,1105,1156,51,10,1206,90,80,65,446,1311,5,1235,1316,41,0,0,,0,0,6,35,0
2015,12,3,4,EV,4629,N29917,IAH,CAE,1257,1250,-7,16,1306,133,124,104,878,1550,4,1610,1554,-16,0,0,,,,,,
2015,4,1,3,WN,785,N700GS,SAN,SJC,705,700,-5,10,710,85,85,64,417,814,11,830,825,-5,0,0,,,,,,
2015,3,13,5,EV,4370,N13992,EWR,CHS,2039,2052,13,13,2105,132,118,99,628,2244,6,2251,2250,-1,0,0,,,,,,
2015,10,17,6,OO,5521,N760SK,11292,11003,1520,1518,-2,12,1530,119,100,84,692,1754,4,1819,1758,-21,0,0,,,,,,
2015,10,23,5,EV,2817,N908EV,11298,10980,1840,,,,,124,,,695,,,2144,,,0,1,A,,,,,
2015,6,9,2,F9,223,N205FR,ATL,AUS,1520,1512,-8,32,1544,140,156,114,813,1638,10,1640,1648,8,0,0,,,,,,
2015,10,30,5,EV,4155,N16981,12266,12448,1445,1443,-2,21,1504,79,74,51,351,1555,2,1604,1557,-7,0,0,,,,,,
2015,3,26,4,OO,5367,N986CA,SFO,RDD,1340,1326,-14,35,1401,61,109,33,199,1434,41,1441,1515,34,0,0,,34,0,0,0,0
2015,7,16,4,B6,934,N583JB,SJU,MCO,1346,1352,6,9,1401,180,167,150,1189,1631,8,1646,1639,-7,0,0,,,,,,
2015,3,6,5,DL,1800,N916DL,ATL,BOS,1629,1645,16,13,1658,161,138,117,946,1855,8,1910,1903,-7,0,0,,,,,,
2015,3,20,5,EV,5288,N398CA,RIC,MSP,715,743,28,16,759,178,164,143,970,922,5,913,927,14,0,0,,,,,,
2015,3,20,5,UA,716,N546UA,SFO,JFK,1408,1513,65,12,1525,334,315,289,2586,2314,14,2242,2328,46,0,0,,46,0,0,0,0
2015,5,11,1,UA,1029,N27722,DFW,EWR,630,631,1,20,651,216,203,172,1372,1043,11,1106,1054,-12,0,0,,,,,,
2015,7,5,7,WN,2055,N8643A,PIT,LAS,1745,1743,-2,7,1750,275,250,238,1910,1848,5,1920,1853,-27,0,0,,,,,,
2015,4,14,2,US,1835,N194UW,PHL,TPA,950,1056,66,14,1110,165,145,128,920,1318,3,1235,1321,46,0,0,,0,0,22,24,0
2015,1,13,2,AA,1387,N3BCAA,IAD,DFW,1307,1300,-7,14,1314,208,201,173,1172,1507,14,1535,1521,-14,0,0,,,,,,
2015,2,23,1,OO,6208,N979SW,DEN,MOT,1230,1308,38,16,1324,112,114,92,604,1556,6,1522,1602,40,0,0,,2,0,0,38,0
2015,1,9,5,OO,4716,N437SW,ISN,MSP,616,604,-12,54,658,124,136,71,546,809,11,820,820,0,0,0,,,,,,
2015,5,30,6,WN,1152,N744SW,SMF,SNA,1745,1739,-6,7,1746,85,76,64,404,1850,5,1910,1855,-15,0,0,,,,,,
2015,5,15,5,UA,864,N547UA,DEN,SFO,1910,1916,6,13,1929,160,150,129,967,2038,8,2050,2046,-4,0,0,,,,,,
2015,8,9,7,AA,1454,N863AA,SFO,DFW,515,511,-4,14,525,212,197,174,1464,1019,9,1047,1028,-19,0,0,,,,,,
2015,8,20,4,AA,1105,N4YNAA,DFW,COS,2155,2151,-4,18,2209,116,108,83,592,2232,7,2251,2239,-12,0,0,,,,,,
2015,7,5,7,DL,2140,N3756,LAS,SLC,1840,1837,-3,9,1846,75,68,54,368,2040,5,2055,2045,-10,0,0,,,,,,
2015,6,23,2,VX,183,N836VA,EWR,SFO,730,744,14,18,802,365,355,331,2565,1033,6,1035,1039,4,0,0,,,,,,
2015,12,23,3,WN,581,N493WN,DAL,LGA,1055,1440,225,10,1450,190,222,201,1381,1911,11,1505,1922,257,0,0,,32,0,225,0,0
2015,1,10,6,WN,4355,N947WN,SAT,DAL,1935,2002,27,16,2018,60,62,42,248,2100,4,2035,2104,29,0,0,,2,0,0,27,0
2015,6,26,5,MQ,3719,N665MQ,CMH,ORD,600,555,-5,12,607,77,78,59,296,606,7,617,613,-4,0,0,,,,,,
2015,6,14,7,NK,313,N512NK,DTW,DFW,1925,2253,208,16,2309,164,153,132,986,21,5,2109,26,197,0,0,,1,0,107,89,0
2015,3,12,4,WN,337,N352SW,LAX,SJC,700,700,0,17,717,65,74,53,308,810,4,805,814,9,0,0,,,,,,
2015,1,8,4,WN,4459,N8328A,DAL,LAS,1025,1029,4,11,1040,185,160,143,1067,1103,6,1130,1109,-21,0,0,,,,,,
2015,4,22,3,WN,4836,N960WN,OMA,DEN,2050,2046,-4,8,2054,100,88,73,472,2107,7,2130,2114,-16,0,0,,,,,,
2015,12,8,2,DL,1934,N355NW,ABQ,SLC,600,553,-7,9,602,108,95,82,493,724,4,748,728,-20,0,0,,,,,,
2015,10,23,5,EV,5029,N870AS,15096,11433,1718,1727,9,20,1747,101,83,61,374,1848,2,1859,1850,-9,0,0,,,,,,
2015,11,5,4,AA,489,N822AW,PHX,PIT,955,949,-6,17,1006,242,210,189,1814,1515,4,1557,1519,-38,0,0,,,,,,
2015,9,9,3,NK,103,N614NK,MYR,FLL,750,755,5,10,805,95,100,83,529,928,7,925,935,10,0,0,,,,,,
2015,7,28,2,EV,4228,N48901,BTR,IAH,1150,1144,-6,8,1152,70,62,47,253,1239,7,1300,1246,-14,0,0,,,,,,
2015,4,17,5,EV,6037,N11164,DEN,ELP,1940,1951,11,13,2004,108,103,86,563,2130,4,2128,2134,6,0,0,,,,,,
2015,3,30,1,WN,471,N717SA,SAT,LAS,1950,1946,-4,11,1957,180,171,157,1069,2034,3,2050,2037,-13,0,0,,,,,,
2015,10,14,3,AA,327,N3BAAA,13930,11278,1145,1141,-4,11,1152,117,96,83,612,1415,2,1442,1417,-25,0,0,,,,,,
2015,1,19,1,EV,5141,N195PQ,ATL,HPN,1435,1432,-3,13,1445,128,130,114,780,1639,3,1643,1642,-1,0,0,,,,,,
2015,10,9,5,WN,469,N910WN,10599,12191,555,554,-1,9,603,110,101,88,570,731,4,745,735,-10,0,0,,,,,,
2015,3,5,4,WN,4274,N473WN,AUS,ATL,635,,,,,135,,,813,,,950,,,0,1,B,,,,,
2015,7,26,7,WN,260,N220WN,LAX,BNA,525,522,-3,16,538,240,238,217,1797,1115,5,1125,1120,-5,0,0,,,,,,
2015,1,18,7,OO,5219,N924SW,MTJ,LAX,1635,1617,-18,17,1634,128,124,98,666,1712,9,1743,1721,-22,0,0,,,,,,
2015,6,13,6,DL,2251,N952DN,ATL,CLT,1009,1008,-1,20,1028,78,69,43,226,1111,6,1127,1117,-10,0,0,,,,,,
2015,6,2,2,AS,377,N625AS,SFO,SEA,1825,1817,-8,20,1837,120,123,98,679,2015,5,2025,2020,-5,0,0,,,,,,
2015,9,2,3,MQ,3672,N631MQ,MIA,BHM,2130,2124,-6,14,2138,120,107,91,661,2209,2,2230,2211,-19,0,0,,,,,,
2015,12,29,2,WN,358,N755SA,LAS,PDX,735,746,11,8,754,145,135,123,763,957,4,1000,1001,1,0,0,,,,,,
2015,1,31,6,UA,1212,N77295,LAX,SFO,600,550,-10,11,601,89,75,58,337,659,6,729,705,-24,0,0,,,,,,
2015,10,4,7,DL,1597,N305DQ,10397,11624,1455,1454,-1,17,1511,118,100,80,646,1631,3,1653,1634,-19,0,0,,,,,,
2015,2,16,1,EV,5590,N712EV,ELM,DTW,1730,1729,-1,24,1753,86,96,65,332,1858,7,1856,1905,9,0,0,,,,,,
2015,1,4,7,US,2073,N948UW,ATL,PHL,1450,1504,14,19,1523,119,122,100,666,1703,3,1649,1706,17,0,0,,3,0,14,0,0
2015,3,27,5,UA,865,N403UA,ORD,LAX,1200,1202,2,16,1218,278,238,219,1744,1357,3,1438,1400,-38,0,0,,,,,,
2015,4,17,5,UA,1287,N75410,RSW,IAH,625,617,-8,9,626,155,161,143,861,749,9,800,758,-2,0,0,,,,,,
2015,9,10,4,EV,4446,N17138,IAH,SHV,1916,1947,31,27,2014,56,67,34,192,2048,6,2012,2054,42,0,0,,11,0,5,26,0
2015,2,6,5,OO,4587,N8932C,FSD,MSP,1525,1533,8,17,1550,63,61,34,196,1624,10,1628,1634,6,0,0,,,,,,
